\twi_clips\twi_clip_733.wav,I had a dream and in it I saw myself in shrines,,
\twi_clips\twi_clip_734.wav,And I said someone is trying to kill me,,
\twi_clips\twi_clip_735.wav,"Een """,,
\twi_clips\twi_clip_736.wav,I said nothing,,
\twi_clips\twi_clip_737.wav,Not knowing it was him,,
\twi_clips\twi_clip_738.wav,Yaw Baah,,
\twi_clips\twi_clip_739.wav,he went to Akomadan,,
\twi_clips\twi_clip_740.wav,Kwaku Bonsam,,
\twi_clips\twi_clip_741.wav,is there where Yaw Baah went7,,
\twi_clips\twi_clip_742.wav,kwaku bonsam had almost finished everything,,
\twi_clips\twi_clip_743.wav,he slotted sheeps and poured libation,,
\twi_clips\twi_clip_744.wav,and mentioned my name but remembered to take a look at my picture,,
\twi_clips\twi_clip_745.wav,"Ql • Ij/Jd;)!^ J^\l ' ""	’",,
\twi_clips\twi_clip_746.wav,as soon ^ r ^ s', si,
\twi_clips\twi_clip_747.wav,"he shouted and said, eeii this fraudster? I'm even searching for him",,
\twi_clips\twi_clip_748.wav,As in you (laugh),,
\twi_clips\twi_clip_749.wav,I'm powerful so he couldnt kill me,,
\twi_clips\twi_clip_750.wav,I have fraud him before,,
\twi_clips\twi_clip_751.wav,so Yaw Baah wanted to finish you if not you been powreful,,
\twi_clips\twi_clip_752.wav,yes h'im and kwaku bonsam,,
\twi_clips\twi_clip_753.wav,but havent you give kwaku bonsam's money to him,,
\twi_clips\twi_clip_754.wav,NO NO I will even kill him,,
\twi_clips\twi_clip_755.wav,Kwaku bonsam,,
\twi_clips\twi_clip_756.wav,Yes !1,,
\twi_clips\twi_clip_757.wav,get out!!!!,,
\twi_clips\twi_clip_758.wav,oh young man take your time,,
\twi_clips\twi_clip_759.wav,oh show some respect,,
\twi_clips\twi_clip_760.wav,"landlord moving,them'out-as Twum/barimaH disagrees",,
\twi_clips\twi_clip_761.wav,ï»¿,,
\twi_clips\twi_clip_762.wav,"look, man J*was ;hungrcy ,tha“t is why 4*sold the item?*",,
\twi_clips\twi_clip_763.wav,"look, man I was hungry that is why I sold the items",,
\twi_clips\twi_clip_764.wav,As for you I dont want to hear a word from your mouth,,
\twi_clips\twi_clip_765.wav,"would have pardon the woman and the kids but as much as you stay toghter, i cant help",,
\twi_clips\twi_clip_766.wav,that is why we arebeggihg^you,,
\twi_clips\twi_clip_767.wav,"Argueing '••! H. ,",,
\twi_clips\twi_clip_768.wav,Fighting !H,,
\twi_clips\twi_clip_769.wav,"Fighting !!>,",,
\twi_clips\twi_clip_770.wav,Fighting !H,,
\twi_clips\twi_clip_771.wav,Fighting !H.,,
\twi_clips\twi_clip_772.wav,Fighting ’’•,,
\twi_clips\twi_clip_773.wav,Fighting ML <,,
\twi_clips\twi_clip_774.wav,Fighting >H,,
\twi_clips\twi_clip_775.wav,Bra kwame what is really going on,,
\twi_clips\twi_clip_776.wav,whatare you^reaHy .insenuating7',,
\twi_clips\twi_clip_777.wav,I went to the house,,
\twi_clips\twi_clip_778.wav,and Gospi told me,,
\twi_clips\twi_clip_779.wav,you have sold the house to her,,
\twi_clips\twi_clip_780.wav,so doryou believe 1 can sell the house. to*Gospi,,
\twi_clips\twi_clip_781.wav,and do you even think Gospi has money to a buy a house,,
\twi_clips\twi_clip_782.wav,ernn 7,,
\twi_clips\twi_clip_783.wav,she called me last time,,
\twi_clips\twi_clip_784.wav,that you came there and started an arguement,,
\twi_clips\twi_clip_785.wav,what is that suppose to mean,,
\twi_clips\twi_clip_786.wav,"And*I said okay, she should feel free >four saying that",,
\twi_clips\twi_clip_787.wav,Beacuse <or me Udon’t like all these arguementations and all that,,
\twi_clips\twi_clip_788.wav,this is^no big deal to worry me about this morning,,
\twi_clips\twi_clip_789.wav,you must be joking,,
\twi_clips\twi_clip_790.wav,you are the one telling her,,
\twi_clips\twi_clip_791.wav,the one who came to beg for a place to stay,,
\twi_clips\twi_clip_792.wav,you arc tcljing her to feel free for saying that,,
\twi_clips\twi_clip_793.wav,so you are giving her grounds on which she can claim ownership Tn the future,,
\twi_clips\twi_clip_794.wav,how can she claim*ownership * w -,,
\twi_clips\twi_clip_795.wav,"as for me hdon'^t like too much.issues,and noise",,
\twi_clips\twi_clip_796.wav,"so I saicbokay when she.said that, for it touring peace",,
\twi_clips\twi_clip_797.wav,so what is the»mcajnng of you making rioise about this,,
\twi_clips\twi_clip_798.wav,errn p,,
\twi_clips\twi_clip_799.wav,Akonno,-you are my .sister,
\twi_clips\twi_clip_800.wav,you know I can't.selbthc house without letting you know,,
\twi_clips\twi_clip_801.wav,"and after all if I have sold it, what really can you do7",,
\twi_clips\twi_clip_802.wav,"that lady is someone's royal, so let her have her peace why all'these noise everyday",,
\twi_clips\twi_clip_803.wav,why?,,
\twi_clips\twi_clip_804.wav,You are playing with issues,,
\twi_clips\twi_clip_805.wav,you are making things bother me,,
\twi_clips\twi_clip_806.wav,Bra kwame becareful,,
\twi_clips\twi_clip_807.wav,be very very careful,,
\twi_clips\twi_clip_808.wav,if you were you just saying that for saying sake,,
\twi_clips\twi_clip_809.wav,and you are backing her to say that,,
\twi_clips\twi_clip_810.wav,then go,,
\twi_clips\twi_clip_811.wav,and let her know better that you were just playing with her,,
\twi_clips\twi_clip_812.wav,do you hear me?,,
\twi_clips\twi_clip_813.wav,"Akonno let me tell you, that gurl is someone's daughter don’t worry her",,
\twi_clips\twi_clip_814.wav,is good for Her- also'to find a place to sleep,,
\twi_clips\twi_clip_815.wav,"why is it that always you imake tog much noise about tftis,let-henfeel free",,
\twi_clips\twi_clip_816.wav,ï»¿,,
\twi_clips\twi_clip_817.wav,Mmm,,
\twi_clips\twi_clip_818.wav,Akua Gosp,,
\twi_clips\twi_clip_819.wav,"I like sweets in my mouth, not only my mouth but my whole body",,
\twi_clips\twi_clip_820.wav,This is Gospi Gospia Gospias,,
\twi_clips\twi_clip_821.wav,chupa chucks with club,,
\twi_clips\twi_clip_822.wav,"Its only me, if you don't nderstand go and hug transforner",,
\twi_clips\twi_clip_823.wav,that is my back case,,
\twi_clips\twi_clip_824.wav,since 1931,,
\twi_clips\twi_clip_825.wav,Eeii sister Gospi,,
\twi_clips\twi_clip_826.wav,Gnd afternoon,,
\twi_clips\twi_clip_827.wav,ahhhh Kwasi,,
\twi_clips\twi_clip_828.wav,I don't like that,,
\twi_clips\twi_clip_829.wav,"don't call me sister Gospi, get angry when you call me that",,
\twi_clips\twi_clip_830.wav,call me Gospi and let me respond,,
\twi_clips\twi_clip_831.wav,alright Gospi,,
\twi_clips\twi_clip_832.wav,"""ay niyTiame-..",,
\twi_clips\twi_clip_833.wav,*^Y .rename,,
\twi_clips\twi_clip_834.wav,fresh boy,,
\twi_clips\twi_clip_835.wav,"okay I'm going to town, will be back soon",,
\twi_clips\twi_clip_836.wav,oh hold on,,
\twi_clips\twi_clip_837.wav,I wanted to ask you something but since you are here let me .make it quick,,
\twi_clips\twi_clip_838.wav,"why, don’t you like the ampesi I did yesterday",,
\twi_clips\twi_clip_839.wav,"oh is not like that,",,
\twi_clips\twi_clip_840.wav,but Ampesi is something I have no interest in,,
\twi_clips\twi_clip_841.wav,"oh okay, but you could have let me know",,
\twi_clips\twi_clip_842.wav,ypu want something with soup?,,
\twi_clips\twi_clip_843.wav,as you can see,,
\twi_clips\twi_clip_844.wav,ahh that is why you have build this way,,
\twi_clips\twi_clip_845.wav,laughs...,,
\twi_clips\twi_clip_846.wav,don't worry at all,,
\twi_clips\twi_clip_847.wav,today I will get you some fufu hope you are okay with fufu,,
\twi_clips\twi_clip_848.wav,**••-,,
\twi_clips\twi_clip_849.wav,why ? do you feel bad ?,,
\twi_clips\twi_clip_850.wav,Oh not really but..,,
\twi_clips\twi_clip_851.wav,will give you some light soup with all kinds of meat,,
\twi_clips\twi_clip_852.wav,with some.ingriedients,,
\twi_clips\twi_clip_853.wav,do you prefer cocoyam or plantain,,
\twi_clips\twi_clip_854.wav,oh plantain will be fine,,
\twi_clips\twi_clip_855.wav,"plantain, you want more iron right7, its not bad",,
\twi_clips\twi_clip_856.wav,but should .1 add some okro meat7,,
\twi_clips\twi_clip_857.wav,what is that7,,
\twi_clips\twi_clip_858.wav,okro,,
\twi_clips\twi_clip_859.wav,Okro will make it easy for you to swallow,,
\twi_clips\twi_clip_860.wav,you get it,,
\twi_clips\twi_clip_861.wav,"yes but-the thing is, dont really have much on me so if only we can hold on",,
\twi_clips\twi_clip_862.wav,"Akwasi I'm a town girl, looks like you playing with me Gospi",,
\twi_clips\twi_clip_863.wav,"I'm a show girl,hands go hands come",,
\twi_clips\twi_clip_864.wav,"kumasi girl like me how can I request, for money before I can serve my man",,
\twi_clips\twi_clip_865.wav,for whatU1!,,
\twi_clips\twi_clip_866.wav,I wil use my own pocket money,,
\twi_clips\twi_clip_867.wav,to serve you the fufu,,
\twi_clips\twi_clip_868.wav,so that when you also get money,,
\twi_clips\twi_clip_869.wav,you will also make me feel the cash,,
\twi_clips\twi_clip_870.wav,you shoot me with the money,,
\twi_clips\twi_clip_871.wav,you see the vibe?,,
\twi_clips\twi_clip_872.wav,"don't worry at all, will let you feel the fufu",,
\twi_clips\twi_clip_873.wav,don't be.afraid at all,,
\twi_clips\twi_clip_874.wav,so when you come back will serve you at my place after your shower,,
\twi_clips\twi_clip_875.wav,so after everything then,,
\twi_clips\twi_clip_876.wav,soM'ishould come to your room for the food?,,
\twi_clips\twi_clip_877.wav,where else do you want you eat it ?,,
\twi_clips\twi_clip_878.wav,please don't make the work tideous,,
\twi_clips\twi_clip_879.wav,beacuse I can't cross the barrier to your end,,
\twi_clips\twi_clip_880.wav,so you cross then come'after everything then we add the John 3:16,,
\twi_clips\twi_clip_881.wav,"onaapo then we do it like that, you get me7",,
\twi_clips\twi_clip_882.wav,"okay, i get you",,
\twi_clips\twi_clip_883.wav,©3^3^^^^^	2.,,
\twi_clips\twi_clip_884.wav,willl you enjoy the toffee,,
\twi_clips\twi_clip_885.wav,oh naa,,
\twi_clips\twi_clip_886.wav,oh enjoy some for me,,
\twi_clips\twi_clip_887.wav,you won't enjoy toffee,,
\twi_clips\twi_clip_888.wav,will be back okay?,,
\twi_clips\twi_clip_889.wav,it will help you with the anaconda game,,
\twi_clips\twi_clip_890.wav,I will ride you roughly,,
\twi_clips\twi_clip_891.wav,he is really cute,,
\twi_clips\twi_clip_892.wav,RANTING....,,
\twi_clips\twi_clip_893.wav,"Eciifthank you, thank you",,
\twi_clips\twi_clip_894.wav,"Eeii thank you, thank you",,
\twi_clips\twi_clip_895.wav,Have you seen how the tiles is been designed?,,
\twi_clips\twi_clip_896.wav,Eeii Eei Eei,,
\twi_clips\twi_clip_897.wav,Young man GOD bless you,,
\twi_clips\twi_clip_898.wav,may GOD give you long life,,
\twi_clips\twi_clip_899.wav,Amen amen,,
\twi_clips\twi_clip_900.wav,GOD should'help you guys always so that we will find a place to sleep always,,
\twi_clips\twi_clip_901.wav,Oh may GOD give you long life,,
\twi_clips\twi_clip_902.wav,GOD bless you too,,
\twi_clips\twi_clip_903.wav,"Amen, Amen",,
\twi_clips\twi_clip_904.wav,"if you play your cards well,a time will come you will be a landlord by yourself",,
\twi_clips\twi_clip_905.wav,oh as for me I have been trying all my life it couldn't work out for me,,
\twi_clips\twi_clip_906.wav,I don't think I can build one now that I'm about to die,,
\twi_clips\twi_clip_907.wav,everything is possible for GOD to do,,
\twi_clips\twi_clip_908.wav,victory always comes in the end,,
\twi_clips\twi_clip_909.wav,•-' OH OH,,
\twi_clips\twi_clip_910.wav,"look, let me tell you one thing",,
\twi_clips\twi_clip_911.wav,This house is for my niece,,
\twi_clips\twi_clip_912.wav,oh so is not for you?,,
\twi_clips\twi_clip_913.wav,no I'm building for my niece,,
\twi_clips\twi_clip_914.wav,But where is yours ?,,
\twi_clips\twi_clip_915.wav,oh where you came the other time,,
\twi_clips\twi_clip_916.wav,ahhh!H oh,,
\twi_clips\twi_clip_917.wav,ofcourse ofcourse,,
\twi_clips\twi_clip_918.wav,that is my house too you understand,,
\twi_clips\twi_clip_919.wav,but he is^n'ot in town,,
\twi_clips\twi_clip_920.wav,he stays in Germany,,
\twi_clips\twi_clip_921.wav,small small,,
\twi_clips\twi_clip_922.wav,the reason I brought you here is to weed and jeep here clean and tidy,,
\twi_clips\twi_clip_923.wav,for here to be^jean and nice,,
\twi_clips\twi_clip_924.wav,all the time,,
\twi_clips\twi_clip_925.wav,"don’t worry, how can I stay in such a nice house and not keep here clean",,
\twi_clips\twi_clip_926.wav,If we talk about care takers across the country,,
\twi_clips\twi_clip_927.wav,I am the king of care takers since I started life,,
\twi_clips\twi_clip_928.wav,"I am the president of care takers,",,
\twi_clips\twi_clip_929.wav,Because I started as a kid and I have been like thTs^since then as a care taker,,
\twi_clips\twi_clip_930.wav,untill we are here as you are giving me this house,,
\twi_clips\twi_clip_931.wav,soj'm a king in it,,
\twi_clips\twi_clip_932.wav,I have introduce a lot of people into this work,,
\twi_clips\twi_clip_933.wav,really ??,,
\twi_clips\twi_clip_934.wav,I havej^romote some people,,
\twi_clips\twi_clip_935.wav,wooow,,
\twi_clips\twi_clip_936.wav,"yes I have people if you want, I will let therrrcome stay in there for you",,
\twi_clips\twi_clip_937.wav,"so asffor that, I'm the king",,
\twi_clips\twi_clip_938.wav,but now you are no more part of care takers,,
\twi_clips\twi_clip_939.wav,Hmmm,,
\twi_clips\twi_clip_940.wav,"because if you do goods unto others, others will do good unto you",,
\twi_clips\twi_clip_941.wav,"If you be a good person to my niece, that is all.",,
\twi_clips\twi_clip_942.wav,there wouldn't be any problem,,
\twi_clips\twi_clip_943.wav,ofcourse,,
\twi_clips\twi_clip_944.wav,the houe) can even be yours,,
\twi_clips\twi_clip_945.wav,ofcourse it will be mine III!,,
\twi_clips\twi_clip_946.wav,what7,,
\twi_clips\twi_clip_947.wav,it will surely be mine by all means,,
\twi_clips\twi_clip_948.wav,take your-time father,,
\twi_clips\twi_clip_949.wav,by all means it will be,,
\twi_clips\twi_clip_950.wav,I beg you take good care of here,,
\twi_clips\twi_clip_951.wav,have you seen how close me and your is,,
\twi_clips\twi_clip_952.wav,"I don't like the way, they were treating you out there",,
\twi_clips\twi_clip_953.wav,okay,,
\twi_clips\twi_clip_954.wav,some gave me a house earlier on,,
\twi_clips\twi_clip_955.wav,there was nothing in the house,,
\twi_clips\twi_clip_956.wav,he had to think about us,,
\twi_clips\twi_clip_957.wav,is there a bed in there7,,
\twi_clips\twi_clip_958.wav,No there is no bed,,
\twi_clips\twi_clip_959.wav,but you have a bed bring it when you coming,,
\twi_clips\twi_clip_960.wav,as for my bed really,,
\twi_clips\twi_clip_961.wav,its blocks that i have arranged in a bed form with wood on top,,
\twi_clips\twi_clip_962.wav,really?,,
\twi_clips\twi_clip_963.wav,I can't carry all that here,,
\twi_clips\twi_clip_964.wav,I will see what I can do,,
\twi_clips\twi_clip_965.wav,let me show you the rooms,,
\twi_clips\twi_clip_966.wav,Is that how you guys are ?,,
\twi_clips\twi_clip_967.wav,-Gospi!!,,
\twi_clips\twi_clip_968.wav,Gospi H,,
\twi_clips\twi_clip_969.wav,Is that how wicked you are??,,
\twi_clips\twi_clip_970.wav,you have rented the room's to people in this house,,
\twi_clips\twi_clip_971.wav,you have rented the rooms to people in this house,,
\twi_clips\twi_clip_972.wav,that is good of,you,
\twi_clips\twi_clip_973.wav,that:is very go'dd you,,
\twi_clips\twi_clip_974.wav,whemyou collected the money,,
\twi_clips\twi_clip_975.wav,you want-company,,
\twi_clips\twi_clip_976.wav,and you brought a whole team here with you,,
\twi_clips\twi_clip_977.wav,you could have continue the other house at the*B“ack,,
\twi_clips\twi_clip_978.wav,"so we could even consider that, atleast you have brought some progress in house",,
\twi_clips\twi_clip_979.wav,Gospi where is the money you collected from them?,,
\twi_clips\twi_clip_980.wav,Don't even think of saying you\ ^ have given the money to my brother,,
\twi_clips\twi_clip_981.wav,I beg you find another excuse,,
\twi_clips\twi_clip_982.wav,because I just spoke well my brother,,
\twi_clips\twi_clip_983.wav,he is the one who sent me here,,
\twi_clips\twi_clip_984.wav,he said he hasn't.even hear from you,,
\twi_clips\twi_clip_985.wav,he doesn't even know of you giving the rooms for rent,,
\twi_clips\twi_clip_986.wav,"so Gospi, if you are thinking of^aying you have giving the money to'my Brother",,
\twi_clips\twi_clip_987.wav,please find another excuse,,
\twi_clips\twi_clip_988.wav,"find another excuse because, it didn't work",,
\twi_clips\twi_clip_989.wav,whatever or however you Gall yourself,,
\twi_clips\twi_clip_990.wav,is this a breaking news,,
\twi_clips\twi_clip_991.wav,what news paper is this'the head line of,,
\twi_clips\twi_clip_992.wav,which station is^this the headline,,
\twi_clips\twi_clip_993.wav,what news are they reading,,
\twi_clips\twi_clip_994.wav,and you are.coming to destroy my eardrum,,
\twi_clips\twi_clip_995.wav,Bird like you,,
\twi_clips\twi_clip_996.wav,insults,,
\twi_clips\twi_clip_997.wav,you are making noise,,
\twi_clips\twi_clip_998.wav,"lady, let me tell you for you to listen",,
\twi_clips\twi_clip_999.wav,you know already that I came to stay in a thick forest,,
\twi_clips\twi_clip_1000.wav,you know the struggles I have been through,,
\twi_clips\twi_clip_1001.wav,and hard prayers,,
\twi_clips\twi_clip_1002.wav,fasting,,
\twi_clips\twi_clip_1003.wav,I have been through all-kinds of pastors for directions,,
\twi_clips\twi_clip_1004.wav,I have been through all kinds of pastors for directions,,
\twi_clips\twi_clip_1005.wav,I have been through allkinds of pastors for directions,,
\twi_clips\twi_clip_1006.wav,I have been through all kinds of pastors for directions,,
\twi_clips\twi_clip_1007.wav,"So today, here is now a better place which has attracted you",,
\twi_clips\twi_clip_1008.wav,It has been attractive so you are rushing like a fresh fish from the sea,,
\twi_clips\twi_clip_1009.wav,so you are coming to do what?,,
\twi_clips\twi_clip_1010.wav,I have given it for rent and so what ?,,
\twi_clips\twi_clip_1011.wav,let me tell you,,
\twi_clips\twi_clip_1012.wav,do you know how many properties people have taken from owners for free in kumasi here,,
\twi_clips\twi_clip_1013.wav,"do you know peoples houses, i mean mansions",,
\twi_clips\twi_clip_1014.wav,Lands,,
\twi_clips\twi_clip_1015.wav,cars,,
\twi_clips\twi_clip_1016.wav,I mean properties that has been snatched from their hands,,
\twi_clips\twi_clip_1017.wav,been snatched from-their hands,,
\twi_clips\twi_clip_1018.wav,proverb...,,
\twi_clips\twi_clip_1019.wav,whatever you call yourself,,
\twi_clips\twi_clip_1020.wav,let me tell you that me Akua Gospi I'm too risky,,
\twi_clips\twi_clip_1021.wav,"let me tell you that me,",,
\twi_clips\twi_clip_1022.wav,so becarefull in the path you want to lead me to,,
\twi_clips\twi_clip_1023.wav,I beg you please (claps),,
\twi_clips\twi_clip_1024.wav,I'm clpping for you,,
\twi_clips\twi_clip_1025.wav,"Gospi understand, what I’m about to say",,
\twi_clips\twi_clip_1026.wav,those who has their property been snatched,,
\twi_clips\twi_clip_1027.wav,they want it to be so for people to take it,,
\twi_clips\twi_clip_1028.wav,because maybe them going to the north was a total waste,,
\twi_clips\twi_clip_1029.wav,but as for us,,
\twi_clips\twi_clip_1030.wav,laughs,,
\twi_clips\twi_clip_1031.wav,you can never take it today and tomorrow too,,
\twi_clips\twi_clip_1032.wav,so if you think,,
\twi_clips\twi_clip_1033.wav,the juju you have done,,
\twi_clips\twi_clip_1034.wav,"maybe it worked on my brother, but as for me, never",,
\twi_clips\twi_clip_1035.wav,"So Gospi, don't you think you on a firm",,
\twi_clips\twi_clip_1036.wav,"ground,because you shaking so find a differnt place",,
\twi_clips\twi_clip_1037.wav,hahahahaha,,
\twi_clips\twi_clip_1038.wav,I thought you were gonna say you are a northener,,
\twi_clips\twi_clip_1039.wav,You just went there7,,
\twi_clips\twi_clip_1040.wav,you went there for nothing,,
\twi_clips\twi_clip_1041.wav,I will salute'you if you were to be one of the northeners,,
\twi_clips\twi_clip_1042.wav,"because as for them, I I respect them ajot",,
\twi_clips\twi_clip_1043.wav,lady,,
\twi_clips\twi_clip_1044.wav,"I have been through hot waters,not cold ones '",,
\twi_clips\twi_clip_1045.wav,"I have been through hot waters,not cold^bnes",,
\twi_clips\twi_clip_1046.wav,the tree you want to climp is very slippery,,
\twi_clips\twi_clip_1047.wav,"becareful so you don't break your head, you hear me 7",,
\twi_clips\twi_clip_1048.wav,becareful,,
\twi_clips\twi_clip_1049.wav,here is peaceful,,
\twi_clips\twi_clip_1050.wav,what brings you h'ere',,
\twi_clips\twi_clip_1051.wav,I'm facing some challenges,,
\twi_clips\twi_clip_1052.wav,you will face,,
\twi_clips\twi_clip_1053.wav,I need help from you,,
\twi_clips\twi_clip_1054.wav,4“,,
\twi_clips\twi_clip_1055.wav,my landlord is moving me out of the house,,
\twi_clips\twi_clip_1056.wav,care-takers will stay in someone's house for a .long time for thereto be-attractive,,
\twi_clips\twi_clip_1057.wav,care takers will stay in someone's house for a long time for there to be attractive,,
\twi_clips\twi_clip_1058.wav,and then they sack you just before they complete the house,,
\twi_clips\twi_clip_1059.wav,and^then they sack you just before th^y complete'the-house,,
\twi_clips\twi_clip_1060.wav,and then they sack you just before they complete the house,,
\twi_clips\twi_clip_1061.wav,so I discussed it with a friend of mine,,
\twi_clips\twi_clip_1062.wav,and he directed me here,,
\twi_clips\twi_clip_1063.wav,he first directed me to baaba,,
\twi_clips\twi_clip_1064.wav,ah Baaba don’t have a room,,
\twi_clips\twi_clip_1065.wav,"Baaba bragged to me that he is the only one that can get me some, but he couldn't",,
\twi_clips\twi_clip_1066.wav,"for girls is what he has been doing around, hmm",,
\twi_clips\twi_clip_1067.wav,"for*girls is what he has. been ''doing .'around, hmm",,
\twi_clips\twi_clip_1068.wav,so I had to run^and come talk to you first,,
\twi_clips\twi_clip_1069.wav,so I had to run and come talk to you first,,
\twi_clips\twi_clip_1070.wav,so you find some for me,,
\twi_clips\twi_clip_1071.wav,"and I have even find out that, I can even get a room at this your place",,
\twi_clips\twi_clip_1072.wav,"and I have even find out that, I .can even get a room-at'this your place",,
\twi_clips\twi_clip_1073.wav,"and I have even find out that, I can even get a room at this your place",,
\twi_clips\twi_clip_1074.wav,"here is full, my children can't even find a place to sleep",,
\twi_clips\twi_clip_1075.wav,oh okay,,
\twi_clips\twi_clip_1076.wav,father please help me because my th'ihgs’are^Stside,,
\twi_clips\twi_clip_1077.wav,father please help me because my things are outside,,
\twi_clips\twi_clip_1078.wav,"the weather is even cloudy, you will be a dead man if it rains",,
\twi_clips\twi_clip_1079.wav,how many are they for it to be whip by rainfall,,
\twi_clips\twi_clip_1080.wav,as for here,,
\twi_clips\twi_clip_1081.wav,you are right of what you sying,,
\twi_clips\twi_clip_1082.wav,you .are right of what yousying,,
\twi_clips\twi_clip_1083.wav,itit’been a long'time since we^rnet,,
\twi_clips\twi_clip_1084.wav,you are right about what you are-saying,,
\twi_clips\twi_clip_1085.wav,you are right about what you are saying,,
\twi_clips\twi_clip_1086.wav,as for room,,
\twi_clips\twi_clip_1087.wav,as 'for room,,
\twi_clips\twi_clip_1088.wav,it's only me that can help give a room as ^a’care taker,,
\twi_clips\twi_clip_1089.wav,if you bypass me nobody can get you you one,,
\twi_clips\twi_clip_1090.wav,I'm the only almighty,,
\twi_clips\twi_clip_1091.wav,"everyhouse that a care taker is in, I am the ,6ne that gave to him or her",,
\twi_clips\twi_clip_1092.wav,"because since my child hood, GOD created me in such a way that-I-can't build a house",,
\twi_clips\twi_clip_1093.wav,As for me I think you have build your own,,
\twi_clips\twi_clip_1094.wav,"oh no no, I'm I fool, someone should build so I will come stay in",,
\twi_clips\twi_clip_1095.wav,You gave baaba's place to him too.,,
\twi_clips\twi_clip_1096.wav,yes I gave it to him,,
\twi_clips\twi_clip_1097.wav,Eeii^but Baab.a said he is even .the one who gives others some,,
\twi_clips\twi_clip_1098.wav,©hdbn'bmind baaba he is insane,,
\twi_clips\twi_clip_1099.wav,how is ypur wife,,
\twi_clips\twi_clip_1100.wav,I'm not married,,
\twi_clips\twi_clip_1101.wav,"Me too I’m not married, we all dating",,
\twi_clips\twi_clip_1102.wav,because marriage is difficult these days,,
\twi_clips\twi_clip_1103.wav,people don't like it sake of the court endorsement,,
\twi_clips\twi_clip_1104.wav,because will be a fool to bring someone's daughter to building like this,,
\twi_clips\twi_clip_1105.wav,"No, I will marry if I complete my own house",,
\twi_clips\twi_clip_1106.wav,ï»¿,,
\twi_clips\twi_clip_1107.wav,so you won’t even sit,,
\twi_clips\twi_clip_1108.wav,no I can't sit,,
\twi_clips\twi_clip_1109.wav,because I'm in hot waters,,
\twi_clips\twi_clip_1110.wav,"what is it, is your mother dead7",,
\twi_clips\twi_clip_1111.wav,That one will even be a good news,,
\twi_clips\twi_clip_1112.wav,"that is true, funeral is very profitable these days",,
\twi_clips\twi_clip_1113.wav,yes,,
\twi_clips\twi_clip_1114.wav,"which work will give you 10,000 Cevery month",,
\twi_clips\twi_clip_1115.wav,some will get profit-,,
\twi_clips\twi_clip_1116.wav,and some will also lost Heavily,,
\twi_clips\twi_clip_1117.wav,what is the matter,,
\twi_clips\twi_clip_1118.wav,father,,
\twi_clips\twi_clip_1119.wav,the man I'm in his house as a care taker,,
\twi_clips\twi_clip_1120.wav,that man is really stressing me,,
\twi_clips\twi_clip_1121.wav,he won't let i* e have my peace of nind,,
\twi_clips\twi_clip_1122.wav,he doesn't want to let me have my freedom,,
\twi_clips\twi_clip_1123.wav,you being the one helping him 7,,
\twi_clips\twi_clip_1124.wav,he is still misbehaving,,
\twi_clips\twi_clip_1125.wav,he comes there everytime like his office,,
\twi_clips\twi_clip_1126.wav,"you know it's rainy season,",,
\twi_clips\twi_clip_1127.wav,I always weed but because of that the weeds grows quick,,
\twi_clips\twi_clip_1128.wav,but this man won't understand and will be talking rudely to me,,
\twi_clips\twi_clip_1129.wav,he even wakes me up every morning to come and sweep,,
\twi_clips\twi_clip_1130.wav,"ohhhhh ""I Africa specially Ghana, some people rush too much",,
\twi_clips\twi_clip_1131.wav,some landlords are really disrespectful,,
\twi_clips\twi_clip_1132.wav,there is nothing like this abroad,,
\twi_clips\twi_clip_1133.wav,no no,,
\twi_clips\twi_clip_1134.wav,unless Ghana,,
\twi_clips\twi_clip_1135.wav,that is why we' will also wild to snatch the house,,
\twi_clips\twi_clip_1136.wav,huh!,,
\twi_clips\twi_clip_1137.wav,"someone is helping you in your house, and you are misbehaving Edwards l^r",,
\twi_clips\twi_clip_1138.wav,he is not letting me have my peac-e,,
\twi_clips\twi_clip_1139.wav,you won't even take it to-your grave,,
\twi_clips\twi_clip_1140.wav,someone will even take itifrom free,,
\twi_clips\twi_clip_1141.wav,don't have anybody to go to father,,
\twi_clips\twi_clip_1142.wav,what is your problem7,,
\twi_clips\twi_clip_1143.wav,"father, because i have nobody to talk to",,
\twi_clips\twi_clip_1144.wav,and you are the elderly in this neighbourhood so I decided to.dome,,
\twi_clips\twi_clip_1145.wav,maybe you can be of help,,
\twi_clips\twi_clip_1146.wav,maybe you can even find me a new place,,
\twi_clips\twi_clip_1147.wav,I don't even know what do,,
\twi_clips\twi_clip_1148.wav,as if I'm in a mechanic shop,,
\twi_clips\twi_clip_1149.wav,but where is your father?,,
\twi_clips\twi_clip_1150.wav,my father7,,
\twi_clips\twi_clip_1151.wav,he went to lybia a long time ago he hasn't return,,
\twi_clips\twi_clip_1152.wav,Gadaffi’s death has really affected some people,,
\twi_clips\twi_clip_1153.wav,he might be deadlight-.,,
\twi_clips\twi_clip_1154.wav,"the way it is it,can be*so",,
\twi_clips\twi_clip_1155.wav,before GOD and man,,
\twi_clips\twi_clip_1156.wav,I'm doing this for you sake of you are a woman,,
\twi_clips\twi_clip_1157.wav,would have sack you if you were to be/a man,,
\twi_clips\twi_clip_1158.wav,"GOD specially created woman, there some things on you",,
\twi_clips\twi_clip_1159.wav,that makes us feel better when we touc-h you,,
